experiment,member,i_node,j_node,stress_ksi,ui_x_in,ui_y_in,uj_x_in,uj_y_in,mass_lbm,status,provided_weight_lbm,computed_weight_lbm,weight_diff_lbm,weight_mismatch_flag,stress_violation_amount_ksi,displacement_violation_amount_in
PSO best,1,5,3,6.047419131688277,0.0,0.0,0.21770708874077796,-0.7280853378679483,5024.248498085705,"both violated (stress +0.017112 ksi, disp +0.038905 in)",5024.21,5024.248498085705,0.03849808570521418,False,0.017111586150544866,0.03890456364189809
PSO best,2,3,1,-0.8682975294231405,0.21770708874077796,-0.7280853378679483,0.1864483776815449,-2.038904563641898,5024.248498085705,"both violated (stress +0.017112 ksi, disp +0.038905 in)",5024.21,5024.248498085705,0.03849808570521418,False,0.017111586150544866,0.03890456364189809
PSO best,3,6,4,-8.67132825654233,0.0,0.0,-0.31216781723552384,-1.6287013549693679,5024.248498085705,"both violated (stress +0.017112 ksi, disp +0.038905 in)",5024.21,5024.248498085705,0.03849808570521418,False,0.017111586150544866,0.03890456364189809
PSO best,4,4,2,-6.942278542896744,-0.31216781723552384,-1.6287013549693679,-0.5620898447798066,-2.007645852582665,5024.248498085705,"both violated (stress +0.017112 ksi, disp +0.038905 in)",5024.21,5024.248498085705,0.03849808570521418,False,0.017111586150544866,0.03890456364189809
PSO best,5,3,4,25.017111586150545,0.21770708874077796,-0.7280853378679483,-0.31216781723552384,-1.6287013549693679,5024.248498085705,"both violated (stress +0.017112 ksi, disp +0.038905 in)",5024.21,5024.248498085705,0.03849808570521418,False,0.017111586150544866,0.03890456364189809
PSO best,6,1,2,-0.8682975294231405,0.1864483776815449,-2.038904563641898,-0.5620898447798066,-2.007645852582665,5024.248498085705,"both violated (stress +0.017112 ksi, disp +0.038905 in)",5024.21,5024.248498085705,0.03849808570521418,False,0.017111586150544866,0.03890456364189809
PSO best,7,5,4,18.28518802408117,0.0,0.0,-0.31216781723552384,-1.6287013549693679,5024.248498085705,"both violated (stress +0.017112 ksi, disp +0.038905 in)",5024.21,5024.248498085705,0.03849808570521418,False,0.017111586150544866,0.03890456364189809
PSO best,8,6,3,-7.088586793432921,0.0,0.0,0.21770708874077796,-0.7280853378679483,5024.248498085705,"both violated (stress +0.017112 ksi, disp +0.038905 in)",5024.21,5024.248498085705,0.03849808570521418,False,0.017111586150544866,0.03890456364189809
PSO best,9,3,2,6.9411608499185,0.21770708874077796,-0.7280853378679483,-0.5620898447798066,-2.007645852582665,5024.248498085705,"both violated (stress +0.017112 ksi, disp +0.038905 in)",5024.21,5024.248498085705,0.03849808570521418,False,0.017111586150544866,0.03890456364189809
PSO best,10,4,1,1.2279581422852568,-0.31216781723552384,-1.6287013549693679,0.1864483776815449,-2.038904563641898,5024.248498085705,"both violated (stress +0.017112 ksi, disp +0.038905 in)",5024.21,5024.248498085705,0.03849808570521418,False,0.017111586150544866,0.03890456364189809
PSO worst,1,5,3,6.04597705090868,0.0,0.0,0.21765517383271246,-0.7690675090580474,5176.223672364649,displacement violated (+0.028669 in),5176.27,5176.223672364649,0.04632763535119011,False,0.0,0.02866870220130968
PSO worst,2,3,1,-0.48746485538735274,0.21765517383271246,-0.7690675090580474,0.20010643903876776,-2.0286687022013097,5176.223672364649,displacement violated (+0.028669 in),5176.27,5176.223672364649,0.04632763535119011,False,0.0,0.02866870220130968
PSO worst,3,6,4,-5.8943214565540085,0.0,0.0,-0.2121955724359443,-1.666002008222768,5176.223672364649,displacement violated (+0.028669 in),5176.27,5176.223672364649,0.04632763535119011,False,0.0,0.02866870220130968
PSO worst,4,4,2,-7.520200427355585,-0.2121955724359443,-1.666002008222768,-0.4829227878207453,-2.0111199674073648,5176.223672364649,displacement violated (+0.028669 in),5176.27,5176.223672364649,0.04632763535119011,False,0.0,0.02866870220130968
PSO worst,5,3,4,24.914847199020016,0.21765517383271246,-0.7690675090580474,-0.2121955724359443,-1.666002008222768,5176.223672364649,displacement violated (+0.028669 in),5176.27,5176.223672364649,0.04632763535119011,False,0.0,0.02866870220130968
PSO worst,6,1,2,-0.4874648553873589,0.20010643903876776,-2.0286687022013097,-0.4829227878207453,-2.0111199674073648,5176.223672364649,displacement violated (+0.028669 in),5176.27,5176.223672364649,0.04632763535119011,False,0.0,0.02866870220130968
PSO worst,7,5,4,20.191756052594776,0.0,0.0,-0.2121955724359443,-1.666002008222768,5176.223672364649,displacement violated (+0.028669 in),5176.27,5176.223672364649,0.04632763535119011,False,0.0,0.02866870220130968
PSO worst,8,6,3,-7.658504655907429,0.0,0.0,0.21765517383271246,-0.7690675090580474,5176.223672364649,displacement violated (+0.028669 in),5176.27,5176.223672364649,0.04632763535119011,False,0.0,0.02866870220130968
PSO worst,9,3,2,7.520479120775825,0.21765517383271246,-0.7690675090580474,-0.4829227878207453,-2.0111199674073648,5176.223672364649,displacement violated (+0.028669 in),5176.27,5176.223672364649,0.04632763535119011,False,0.0,0.02866870220130968
PSO worst,10,4,1,0.6893794096690338,-0.2121955724359443,-1.666002008222768,0.20010643903876776,-2.0286687022013097,5176.223672364649,displacement violated (+0.028669 in),5176.27,5176.223672364649,0.04632763535119011,False,0.0,0.02866870220130968
Gellatly and Berke,1,5,3,6.484786204452555,0.0,0.0,0.233452303360292,-0.707029790183335,5112.624204299145,all constraints satisfied,5112.0,5112.624204299145,0.6242042991452763,False,0.0,0.0
Gellatly and Berke,2,3,1,-0.8688580822135247,0.233452303360292,-0.707029790183335,0.2021734124006051,-1.999993648259367,5112.624204299145,all constraints satisfied,5112.0,5112.624204299145,0.6242042991452763,False,0.0,0.0
Gellatly and Berke,3,6,4,-9.820367073909756,0.0,0.0,-0.3535332146607512,-1.5327570848203675,5112.624204299145,all constraints satisfied,5112.0,5112.624204299145,0.6242042991452763,False,0.0,0.0
Gellatly and Berke,4,4,2,-6.415826013347523,-0.3535332146607512,-1.5327570848203675,-0.584502951141262,-1.9869607770261641,5112.624204299145,all constraints satisfied,5112.0,5112.624204299145,0.6242042991452763,False,0.0,0.0
Gellatly and Berke,5,3,4,22.936869295473127,0.233452303360292,-0.707029790183335,-0.3535332146607512,-1.5327570848203675,5112.624204299145,all constraints satisfied,5112.0,5112.624204299145,0.6242042991452763,False,0.0,0.0
Gellatly and Berke,6,1,2,-0.3620242009223013,0.2021734124006051,-1.999993648259367,-0.584502951141262,-1.9869607770261641,5112.624204299145,all constraints satisfied,5112.0,5112.624204299145,0.6242042991452763,False,0.0,0.0
